80 2  ! n datos
0.00000	1.9166484
0.10000	1.6102695
0.40000	1.5926132
0.50000	1.5387466
0.70000	-0.097337267
1.00000	0.77276078
1.00000	2.3481896
1.30000	-0.21740491
1.50000	1.2780542
1.60000	0.32277684
1.90000	1.174017
2.00000	0.44131288
2.20000	-0.10370166
2.50000	0.58165053
2.50000	0.0094334468
2.80000	0.13169467
3.00000	0.90057628
3.10000	1.2080178
3.40000	2.5165456
3.50000	0.70094238
3.70000	1.0670776
4.00000	0.98840956
4.00000	0.41745219
4.30000	1.7753408
4.50000	1.3681985
4.60000	1.2146882
4.90000	1.8886087
5.00000	2.1102908
5.20000	3.0305009
5.50000	3.0084416
5.50000	2.0264903
5.80000	2.9343177
6.00000	3.2083079
6.10000	2.7273245
6.40000	3.6824961
6.50000	3.7264149
6.70000	4.4575993
7.00000	4.9078117
7.00000	4.1078547
7.30000	5.1208246
7.50000	5.6307681
7.60000	5.7866712
7.90000	6.1356415
8.00000	6.7961739
8.20000	6.4166714
8.50000	8.1850002
8.50000	6.9551479
8.80000	8.5805534
9.00000	9.0504258
9.10000	9.2736601
9.40000	11.833957
9.50000	10.551805
9.70000	9.4136627
10.00000	11.824378
10.00000	12.078909
10.30000	13.177311
10.50000	13.518713
10.60000	14.823744
10.90000	15.2133
11.00000	15.251314
11.20000	15.29705
11.50000	16.752244
11.50000	16.950007
11.80000	18.427647
12.00000	18.732236
12.10000	18.962544
12.40000	20.891708
12.50000	20.702763
12.70000	20.250337
13.00000	22.672469
13.00000	24.011829
13.30000	25.105375
13.50000	24.712478
13.60000	25.157026
13.90000	27.169939
14.00000	26.915757
14.20000	28.161579
14.50000	29.519301
14.50000	28.969605
14.80000	31.069397
!3  n_param parametros
